timestamp,event_type,token_id,reset_time_utc8
2026-06-06 06:40:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-06 14:40:39
2026-06-06 21:33:05,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-07 05:33:05
2026-06-06 21:33:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-07 05:33:14
2026-06-07 07:14:50,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-07 15:14:50
2026-06-07 07:15:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-07 15:15:01
2026-06-07 21:41:01,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-08 05:41:01
2026-06-07 21:41:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-08 05:41:12
2026-06-08 08:24:05,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-08 16:24:05
2026-06-08 08:24:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-08 16:24:15
2026-06-08 22:06:49,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-09 06:06:49
2026-06-08 22:06:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-09 06:06:59
2026-06-09 06:59:12,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-09 14:59:12
2026-06-09 06:59:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-09 14:59:22
2026-06-09 22:00:37,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-10 06:00:37
2026-06-09 22:00:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-10 06:00:47
2026-06-10 07:18:34,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-10 15:18:34
2026-06-10 07:18:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-10 15:18:43
2026-06-10 22:22:27,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-11 06:22:27
2026-06-10 22:22:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-11 06:22:37
2026-06-11 08:17:24,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-11 16:17:24
2026-06-11 08:17:33,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-11 16:17:33
2026-06-11 22:19:56,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-12 06:19:56
2026-06-11 22:20:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-12 06:20:05
2026-06-12 08:03:15,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-12 16:03:15
2026-06-12 08:03:26,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-12 16:03:26
2026-06-12 22:02:59,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-13 06:02:59
2026-06-12 22:03:08,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-13 06:03:08
2026-06-13 07:07:52,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-13 15:07:52
2026-06-13 07:08:03,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-13 15:08:03
2026-06-13 21:41:48,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-14 05:41:48
2026-06-13 21:41:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-14 05:41:56
2026-06-14 07:58:02,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-14 15:58:02
2026-06-14 07:58:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-14 15:58:12
2026-06-14 21:46:31,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-15 05:46:31
2026-06-14 21:46:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-15 05:46:39
2026-06-15 09:38:43,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-15 17:38:43
2026-06-15 09:38:53,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-15 17:38:53
2026-06-15 22:31:35,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-16 06:31:35
2026-06-15 22:31:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-16 06:31:43
2026-06-16 09:05:29,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-16 17:05:29
2026-06-16 09:05:40,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-16 17:05:40
2026-06-16 22:24:49,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-17 06:24:49
2026-06-16 22:24:58,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-17 06:24:58
2026-06-17 08:37:58,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-17 16:37:58
2026-06-17 08:38:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-17 16:38:06
2026-06-17 22:17:21,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-18 06:17:21
2026-06-17 22:17:31,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-18 06:17:31
2026-06-18 08:21:07,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-18 16:21:07
2026-06-18 08:21:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-18 16:21:17
2026-06-18 22:27:20,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-19 06:27:20
2026-06-18 22:27:28,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-19 06:27:28
2026-06-19 08:41:47,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-19 16:41:47
2026-06-19 08:41:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-19 16:41:55
2026-06-19 21:39:06,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-20 05:39:06
2026-06-19 21:39:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-20 05:39:14
2026-06-20 07:09:57,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-20 15:09:57
2026-06-20 07:10:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-20 15:10:05
2026-06-20 21:43:46,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-21 05:43:46
2026-06-20 21:43:55,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-21 05:43:55
2026-06-21 08:11:51,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-21 16:11:51
2026-06-21 08:12:00,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-21 16:12:00
2026-06-21 21:48:15,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-22 05:48:15
2026-06-21 21:48:24,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-22 05:48:24
