timestamp,event_type,token_id,reset_time_utc8
2026-09-01 08:46:28,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-01 16:46:28
2026-09-01 08:46:38,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-01 16:46:38
2026-09-01 22:41:27,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-02 06:41:27
2026-09-01 22:41:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-02 06:41:37
2026-09-02 08:00:46,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-02 16:00:46
2026-09-02 08:00:56,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-02 16:00:56
2026-09-02 22:44:42,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-03 06:44:42
2026-09-02 22:44:52,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-03 06:44:52
2026-09-03 08:10:02,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-03 16:10:02
2026-09-03 08:10:10,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-03 16:10:10
2026-09-03 22:41:42,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-04 06:41:42
2026-09-03 22:41:52,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-04 06:41:52
2026-09-04 08:05:14,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-04 16:05:14
2026-09-04 08:05:21,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-04 16:05:21
2026-09-04 22:27:01,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-05 06:27:01
2026-09-04 22:27:08,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-05 06:27:08
2026-09-05 07:45:59,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-05 15:45:59
2026-09-05 07:46:09,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-05 15:46:09
2026-09-05 22:08:28,SESSION-RESET-TRIGGER,TOKEN_1,2026-09-06 06:08:28
2026-09-05 22:08:36,SESSION-RESET-TRIGGER,TOKEN_2,2026-09-06 06:08:36
